uid,age,age_group,profession,marital_status,education,default,housing,loan,gender,balance,membership,charges,customer_contacts,attrition
1035796,43,40s,manufacturing,married,graduate,no,no,yes,male,$100k - $250k,platinum,99,0,1
1035797,59,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,318,4,1
1035798,49,40s,technician,single,high school,no,yes,no,female,Over $250k,platinum,142,0,0
1035799,22,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,345,3,1
1035800,44,40s,unemployed,married,college,no,no,no,female,$100k - $250k,platinum,61,2,0
1035801,21,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,275,3,1
1035802,39,30s,management,married,high school,no,no,no,female,$100k - $250k,platinum,92,1,0
1035803,42,40s,entrepreneur,married,graduate,no,yes,yes,female,Over $250k,platinum,163,2,0
1035804,29,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,202,3,1
1035805,53,50s,entrepreneur,married,unknown,no,no,no,male,$100k - $250k,platinum,174,0,0
1035806,26,20s,manufacturing,married,college,no,yes,yes,female,$100k - $250k,platinum,124,5,0
1035807,33,30s,technician,single,graduate,no,yes,no,female,$100k - $250k,platinum,140,1,0
1035808,33,30s,executive,married,college,no,no,no,male,$100k - $250k,platinum,125,1,0
1035809,53,50s,management,married,graduate,no,no,no,male,Over $250k,platinum,174,0,0
1035810,23,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,360,3,1
1035811,26,20s,technician,married,high school,no,yes,no,female,$100k - $250k,platinum,22,1,0
1035812,49,40s,manufacturing,married,college,no,yes,yes,female,$50k - $100k,gold,115,0,0
1035813,35,30s,executive,married,high school,no,yes,yes,female,$100k - $250k,platinum,158,0,0
1035814,32,30s,manufacturing,single,graduate,no,no,no,male,$10k - $50k,silver,120,0,0
1035815,41,40s,technician,married,graduate,no,yes,yes,male,$100k - $250k,platinum,60,1,0
1035816,40,40s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,173,0,0
1035817,46,40s,manufacturing,single,college,no,yes,no,female,$50k - $100k,gold,99,0,0
1035818,46,40s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,118,1,0
1035819,37,30s,administration,married,graduate,no,yes,no,male,Over $250k,platinum,162,0,1
1035820,52,50s,manufacturing,divorced,college,no,no,no,female,$50k - $100k,gold,117,2,0
1035821,34,30s,entrepreneur,single,graduate,no,yes,no,female,$100k - $250k,platinum,53,2,1
1035822,35,30s,management,single,high school,no,no,yes,male,$50k - $100k,gold,88,0,0
1035823,31,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,146,0,0
1035824,49,40s,manufacturing,married,college,no,yes,yes,female,$50k - $100k,gold,164,2,0
1035825,24,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,343,3,1
1035826,37,30s,consulting,married,graduate,no,no,no,female,$50k - $100k,gold,123,5,0
1035827,31,30s,manufacturing,single,graduate,no,yes,yes,male,$50k - $100k,gold,158,0,0
1035828,44,40s,consulting,married,graduate,no,yes,no,male,$10k - $50k,silver,154,0,0
1035829,59,50s,technician,divorced,graduate,no,yes,no,male,$50k - $100k,gold,256,4,1
1035830,54,50s,management,married,high school,no,no,no,female,$100k - $250k,platinum,78,1,0
1035831,28,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,333,3,1
1035832,57,50s,consulting,divorced,graduate,no,yes,yes,male,$50k - $100k,gold,355,4,1
1035833,26,20s,technician,single,graduate,no,no,no,male,$10k - $50k,silver,25,9,0
1035834,49,40s,manufacturing,single,graduate,no,no,no,male,Over $250k,platinum,77,0,0
1035835,29,20s,consulting,married,graduate,no,yes,no,male,Over $250k,platinum,74,0,0
1035836,44,40s,self_employed,married,high school,no,no,no,male,$100k - $250k,platinum,83,1,1
1035837,35,30s,executive,married,graduate,no,no,no,female,Over $250k,platinum,149,1,1
1035838,49,40s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,76,0,0
1035839,34,30s,management,married,graduate,no,no,no,female,Over $250k,platinum,157,1,0
1035840,56,50s,technician,divorced,high school,no,yes,no,female,$50k - $100k,gold,247,4,1
1035841,25,20s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,19,0,0
1035842,21,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,206,3,1
1035843,49,40s,management,married,unknown,no,no,no,male,$100k - $250k,platinum,165,2,0
1035844,30,30s,technician,married,high school,no,yes,no,female,$100k - $250k,platinum,6,0,0
1035845,32,30s,unemployed,married,graduate,no,yes,yes,female,$10k - $50k,silver,93,2,0
1035846,38,30s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,150,0,0
1035847,41,40s,technician,single,graduate,no,no,no,female,$10k - $50k,silver,137,8,0
1035848,27,20s,manufacturing,married,college,no,no,yes,female,$100k - $250k,platinum,148,1,0
1035849,36,30s,management,single,high school,no,yes,yes,female,$10k - $50k,silver,114,0,0
1035850,45,40s,manufacturing,married,college,no,no,no,female,$100k - $250k,platinum,96,1,0
1035851,32,30s,consulting,married,graduate,no,no,no,male,$100k - $250k,platinum,3,1,0
1035852,27,20s,management,single,graduate,no,yes,no,male,Over $250k,platinum,134,1,0
1035853,57,50s,administration,married,graduate,no,no,no,female,$10k - $50k,silver,5,6,0
1035854,32,30s,management,married,graduate,no,no,yes,female,Over $250k,platinum,100,1,0
1035855,86,80s,retired,divorced,unknown,no,no,no,male,$10k - $50k,silver,50,5,0
1035856,54,50s,administration,divorced,graduate,no,yes,no,female,$50k - $100k,gold,213,4,1
1035857,34,30s,management,married,graduate,no,no,no,male,Over $250k,platinum,108,1,0
1035858,59,50s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,229,4,1
1035859,27,20s,manufacturing,married,college,no,yes,no,male,$10k - $50k,silver,179,1,0
1035860,31,30s,entrepreneur,single,high school,no,no,no,female,$100k - $250k,platinum,177,2,0
1035861,31,30s,technician,single,high school,no,no,no,male,$10k - $50k,silver,137,1,0
1035862,38,30s,consulting,married,graduate,no,yes,yes,female,$10k - $50k,silver,149,0,0
1035863,52,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,270,4,1
1035864,58,50s,technician,married,college,no,no,no,male,$100k - $250k,platinum,140,2,0
1035865,44,40s,management,married,high school,no,yes,yes,female,$100k - $250k,platinum,89,2,0
1035866,22,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,202,3,1
1035867,51,50s,manufacturing,married,college,no,yes,no,male,$50k - $100k,gold,169,0,0
1035868,29,20s,administration,married,graduate,no,no,yes,male,$50k - $100k,gold,59,0,0
1035869,29,20s,administration,divorced,graduate,yes,no,yes,male,Over $250k,platinum,4,0,0
1035870,28,20s,technician,single,high school,no,yes,no,male,$10k - $50k,silver,146,2,0
1035871,38,30s,manufacturing,married,graduate,no,no,no,male,$100k - $250k,platinum,138,0,0
1035872,22,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,342,3,1
1035873,34,30s,manufacturing,married,graduate,no,no,no,male,$50k - $100k,gold,102,1,0
1035874,55,50s,administration,single,high school,no,yes,no,female,Over $250k,platinum,114,0,0
1035875,54,50s,retired,married,graduate,no,yes,yes,female,$10k - $50k,silver,29,0,0
1035876,55,50s,technician,divorced,high school,no,no,no,female,$100k - $250k,platinum,42,1,0
1035877,29,20s,manufacturing,single,college,no,yes,no,female,$10k - $50k,silver,14,0,0
1035878,53,50s,manufacturing,divorced,graduate,no,no,no,female,$50k - $100k,gold,221,4,1
1035879,40,40s,manufacturing,married,graduate,no,yes,no,female,Over $250k,platinum,111,0,0
1035880,31,30s,technician,single,graduate,no,no,no,male,Over $250k,platinum,23,0,0
1035881,50,50s,administration,married,graduate,no,no,no,male,Over $250k,platinum,10,1,0
1035882,22,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,263,3,1
1035883,38,30s,technician,married,graduate,no,yes,yes,female,Over $250k,platinum,122,0,0
1035884,31,30s,management,married,graduate,no,yes,no,male,$100k - $250k,platinum,63,2,0
1035885,29,20s,administration,divorced,graduate,no,no,no,female,$10k - $50k,silver,248,3,1
1035886,28,20s,management,single,high school,no,yes,no,female,$10k - $50k,silver,4,8,0
1035887,34,30s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,112,0,0
1035888,54,50s,management,married,graduate,no,no,no,female,Over $250k,platinum,107,5,0
1035889,40,40s,management,divorced,high school,no,yes,no,female,$100k - $250k,platinum,151,2,0
1035890,53,50s,manufacturing,divorced,college,no,yes,no,female,$50k - $100k,gold,354,4,1
1035891,30,30s,technician,married,high school,no,yes,yes,female,$50k - $100k,gold,91,0,0
1035892,39,30s,technician,married,high school,no,yes,no,female,$50k - $100k,gold,48,0,0
1035893,38,30s,unemployed,single,college,no,yes,no,male,$100k - $250k,platinum,107,0,1
1035894,52,50s,administration,married,college,no,yes,yes,male,$10k - $50k,silver,116,2,0
1035895,33,30s,unknown,married,high school,no,yes,no,female,$100k - $250k,platinum,28,0,0
1035896,32,30s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,150,2,0
1035897,37,30s,manufacturing,married,graduate,no,yes,no,female,Over $250k,platinum,167,0,1
1035898,24,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,278,3,1
1035899,50,50s,management,married,high school,no,yes,no,female,$50k - $100k,gold,5,0,0
1035900,48,40s,consulting,divorced,graduate,no,yes,no,male,$50k - $100k,gold,77,5,0
1035901,51,50s,technician,married,graduate,no,no,no,female,$100k - $250k,platinum,59,1,0
1035902,26,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,314,3,1
1035903,48,40s,technician,married,graduate,no,yes,no,female,Over $250k,platinum,156,0,0
1035904,28,20s,manufacturing,single,high school,yes,yes,no,male,Over $250k,platinum,24,0,1
1035905,55,50s,retired,divorced,graduate,no,yes,no,female,$50k - $100k,gold,312,4,1
1035906,39,30s,management,single,high school,no,no,no,female,$10k - $50k,silver,126,0,0
1035907,54,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,242,3,1
1035908,37,30s,technician,single,high school,no,yes,yes,female,$100k - $250k,platinum,60,0,0
1035909,42,40s,administration,married,graduate,no,no,yes,male,Over $250k,platinum,82,0,0
1035910,48,40s,consulting,single,graduate,no,yes,yes,female,$100k - $250k,platinum,0,0,0
1035911,49,40s,technician,married,graduate,no,yes,no,female,$10k - $50k,silver,6,0,0
1035912,29,20s,unemployed,divorced,high school,no,no,no,female,$10k - $50k,silver,303,3,1
1035913,37,30s,unemployed,single,high school,yes,yes,no,male,$10k - $50k,silver,87,0,0
1035914,50,50s,executive,married,graduate,no,yes,no,male,$10k - $50k,silver,60,1,0
1035915,40,40s,manufacturing,married,graduate,no,no,yes,female,$10k - $50k,silver,117,0,0
1035916,57,50s,consulting,married,college,no,no,no,female,$100k - $250k,platinum,47,1,0
1035917,38,30s,administration,single,graduate,no,no,no,male,$10k - $50k,silver,163,0,0
1035918,54,50s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,121,2,1
1035919,30,30s,technician,married,graduate,no,yes,no,female,$50k - $100k,gold,164,0,0
1035920,53,50s,self_employed,married,high school,no,no,no,female,$50k - $100k,gold,15,1,0
1035921,47,40s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,77,1,0
1035922,32,30s,technician,single,high school,no,yes,no,female,$50k - $100k,gold,119,0,0
1035923,32,30s,manufacturing,single,graduate,no,yes,no,male,Over $250k,platinum,129,2,0
1035924,35,30s,technician,single,unknown,no,no,no,female,$100k - $250k,platinum,63,2,0
1035925,56,50s,technician,single,graduate,no,yes,no,female,$10k - $50k,silver,165,2,0
1035926,49,40s,consulting,single,college,no,yes,no,female,$100k - $250k,platinum,152,0,0
1035927,56,50s,administration,divorced,college,no,yes,yes,female,$10k - $50k,silver,253,4,1
1035928,56,50s,manufacturing,single,college,no,yes,no,male,$100k - $250k,platinum,118,0,0
1035929,31,30s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,80,1,0
1035930,55,50s,retired,single,high school,no,yes,no,male,Over $250k,platinum,164,0,0
1035931,34,30s,management,married,graduate,no,no,yes,female,$50k - $100k,gold,75,1,0
1035932,53,50s,administration,divorced,college,no,yes,no,male,$50k - $100k,gold,216,4,1
1035933,62,60s,retired,married,graduate,no,no,no,female,Over $250k,platinum,20,8,0
1035934,27,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,214,3,1
1035935,32,30s,technician,single,graduate,no,yes,no,female,Over $250k,platinum,28,1,0
1035936,48,40s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,57,0,0
1035937,36,30s,technician,single,graduate,no,yes,no,female,$10k - $50k,silver,64,6,0
1035938,33,30s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,136,2,0
1035939,32,30s,consulting,single,graduate,no,yes,no,female,Over $250k,platinum,126,0,0
1035940,33,30s,consulting,divorced,graduate,no,no,no,female,$100k - $250k,platinum,100,5,0
1035941,38,30s,technician,single,graduate,no,no,no,female,$10k - $50k,silver,22,7,0
1035942,46,40s,manufacturing,divorced,college,no,yes,no,male,$50k - $100k,gold,97,2,0
1035943,20,20s,student,single,graduate,no,no,no,female,$100k - $250k,platinum,5,5,0
1035944,30,30s,management,married,graduate,no,no,no,female,Over $250k,platinum,56,1,0
1035945,35,30s,management,single,high school,no,yes,no,female,Over $250k,platinum,131,0,0
1035946,49,40s,consulting,single,high school,no,yes,no,male,Over $250k,platinum,8,0,0
1035947,32,30s,administration,single,graduate,no,no,no,female,$100k - $250k,platinum,8,2,0
1035948,26,20s,technician,single,graduate,no,no,no,female,Over $250k,platinum,88,2,0
1035949,59,50s,technician,divorced,graduate,no,yes,no,male,$50k - $100k,gold,201,4,1
1035950,62,60s,manufacturing,married,graduate,no,no,no,female,$50k - $100k,gold,8,9,0
1035951,41,40s,unemployed,single,college,no,no,no,male,$10k - $50k,silver,30,5,0
1035952,48,40s,consulting,married,graduate,no,yes,no,male,$50k - $100k,gold,134,1,0
1035953,39,30s,consulting,married,graduate,no,yes,no,male,$100k - $250k,platinum,15,0,0
1035954,44,40s,self_employed,single,graduate,no,yes,no,male,$10k - $50k,silver,153,0,0
1035955,36,30s,manufacturing,married,graduate,no,yes,no,female,$10k - $50k,silver,48,0,0
1035956,33,30s,management,married,high school,no,no,no,male,$10k - $50k,silver,132,2,0
1035957,58,50s,retired,married,graduate,no,yes,no,female,Over $250k,platinum,46,0,0
1035958,42,40s,manufacturing,married,graduate,no,yes,yes,female,$100k - $250k,platinum,14,2,0
1035959,57,50s,retired,married,high school,no,no,no,male,$100k - $250k,platinum,27,8,0
1035960,40,40s,technician,divorced,graduate,no,yes,no,male,Over $250k,platinum,92,2,0
1035961,42,40s,manufacturing,married,graduate,no,no,no,male,$100k - $250k,platinum,6,6,0
1035962,25,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,305,3,1
1035963,52,50s,administration,divorced,unknown,no,yes,no,female,$10k - $50k,silver,361,3,1
1035964,37,30s,manufacturing,married,graduate,no,yes,no,female,$10k - $50k,silver,9,2,0
1035965,35,30s,management,single,high school,no,yes,no,female,Over $250k,platinum,3,0,0
1035966,27,20s,technician,single,graduate,no,no,no,female,Over $250k,platinum,93,8,0
1035967,33,30s,manufacturing,single,graduate,no,yes,no,male,$100k - $250k,platinum,12,2,1
1035968,42,40s,entrepreneur,single,high school,no,yes,no,female,Over $250k,platinum,16,0,0
1035969,40,40s,manufacturing,single,college,no,yes,no,male,$100k - $250k,platinum,140,0,1
1035970,50,50s,manufacturing,married,graduate,no,no,no,male,Over $250k,platinum,52,0,0
1035971,37,30s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,49,0,0
1035972,32,30s,technician,married,graduate,no,yes,no,female,$50k - $100k,gold,171,0,0
1035973,49,40s,administration,married,graduate,no,no,no,male,$100k - $250k,platinum,23,1,0
1035974,49,40s,manufacturing,married,graduate,yes,no,yes,female,Over $250k,platinum,150,0,0
1035975,42,40s,administration,single,high school,no,yes,no,female,Over $250k,platinum,79,0,0
1035976,45,40s,unemployed,married,graduate,no,yes,no,female,$10k - $50k,silver,164,6,0
1035977,36,30s,entrepreneur,married,high school,no,no,yes,female,$100k - $250k,platinum,45,0,0
1035978,33,30s,management,married,high school,no,yes,no,female,$10k - $50k,silver,168,0,0
1035979,35,30s,technician,married,high school,no,no,no,female,$50k - $100k,gold,145,1,0
1035980,56,50s,manufacturing,divorced,graduate,no,yes,yes,female,$50k - $100k,gold,203,4,1
1035981,47,40s,consulting,married,graduate,no,yes,no,male,$50k - $100k,gold,2,0,0
1035982,60,60s,retired,married,graduate,no,no,no,female,$100k - $250k,platinum,13,6,0
1035983,38,30s,management,married,high school,no,no,no,female,$10k - $50k,silver,47,1,0
1035984,53,50s,manufacturing,divorced,college,no,no,no,male,$100k - $250k,platinum,92,6,0
1035985,57,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,267,3,1
1035986,40,40s,administration,married,graduate,no,yes,no,male,Over $250k,platinum,31,0,0
1035987,47,40s,administration,married,unknown,no,no,no,female,$100k - $250k,platinum,83,7,0
1035988,27,20s,self_employed,single,high school,yes,no,yes,male,$50k - $100k,gold,114,1,0
1035989,30,30s,management,single,graduate,no,no,no,male,Over $250k,platinum,44,1,0
1035990,46,40s,unemployed,single,graduate,no,no,no,female,Over $250k,platinum,174,2,0
1035991,45,40s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,30,0,0
1035992,22,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,341,3,1
1035993,56,50s,unemployed,divorced,graduate,no,no,no,male,Over $250k,platinum,175,0,0
1035994,32,30s,consulting,married,graduate,no,no,no,male,$100k - $250k,platinum,104,0,0
1035995,43,40s,self_employed,married,graduate,no,no,no,female,$50k - $100k,gold,41,5,0
1035996,31,30s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,166,0,0
1035997,22,20s,administration,divorced,college,no,no,no,female,$10k - $50k,silver,200,3,1
1035998,30,30s,management,single,graduate,no,no,no,female,$100k - $250k,platinum,16,1,0
1035999,31,30s,management,single,graduate,no,no,no,male,Over $250k,platinum,53,1,1
1036000,34,30s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,23,2,0
1036001,44,40s,consulting,single,graduate,no,no,no,male,$100k - $250k,platinum,157,0,0
1036002,37,30s,self_employed,married,high school,no,no,no,female,$50k - $100k,gold,22,1,0
1036003,26,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,351,3,1
1036004,41,40s,administration,divorced,graduate,no,no,no,male,$100k - $250k,platinum,22,2,0
1036005,32,30s,self_employed,married,graduate,no,no,no,male,$10k - $50k,silver,176,1,0
1036006,25,20s,administration,single,high school,no,yes,no,female,Over $250k,platinum,157,0,0
1036007,46,40s,administration,married,graduate,no,yes,no,female,Over $250k,platinum,30,2,0
1036008,58,50s,management,married,high school,no,no,no,female,$50k - $100k,gold,88,1,0
1036009,40,40s,consulting,married,graduate,no,yes,no,male,$100k - $250k,platinum,73,0,0
1036010,38,30s,management,single,high school,no,no,no,male,$50k - $100k,gold,120,1,0
1036011,50,50s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,59,1,0
1036012,59,50s,retired,married,high school,no,no,yes,male,$50k - $100k,gold,130,0,0
1036013,31,30s,management,married,high school,no,no,no,female,$100k - $250k,platinum,47,2,0
1036014,43,40s,technician,married,graduate,no,yes,yes,male,$100k - $250k,platinum,75,8,0
1036015,36,30s,manufacturing,married,graduate,no,yes,no,female,$100k - $250k,platinum,135,2,0
1036016,38,30s,consulting,single,unknown,no,yes,no,male,$10k - $50k,silver,117,0,0
1036017,28,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,330,3,1
1036018,39,30s,management,married,graduate,no,yes,no,female,Over $250k,platinum,78,0,0
1036019,41,40s,technician,single,high school,no,no,no,male,$50k - $100k,gold,134,2,0
1036020,37,30s,technician,single,graduate,no,yes,yes,female,$10k - $50k,silver,18,0,0
1036021,31,30s,unemployed,single,high school,no,yes,no,male,Over $250k,platinum,79,0,0
1036022,41,40s,technician,married,graduate,no,no,no,male,$10k - $50k,silver,93,5,0
1036023,31,30s,management,married,high school,no,no,no,female,$100k - $250k,platinum,24,1,0
1036024,29,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,227,3,1
1036025,22,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,247,3,1
1036026,46,40s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,10,0,0
1036027,59,50s,retired,married,graduate,no,no,no,male,$100k - $250k,platinum,153,1,0
1036028,50,50s,technician,divorced,graduate,no,yes,no,male,$50k - $100k,gold,232,4,1
1036029,31,30s,technician,married,graduate,no,no,no,male,$10k - $50k,silver,180,1,0
1036030,59,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,303,3,1
1036031,49,40s,management,married,high school,no,yes,no,female,$50k - $100k,gold,8,2,0
1036032,28,20s,unemployed,divorced,unknown,no,no,no,female,Under $10k,silver,335,3,1
1036033,47,40s,manufacturing,married,graduate,no,no,no,female,Over $250k,platinum,14,1,0
1036034,31,30s,administration,single,high school,no,yes,no,male,Over $250k,platinum,111,0,0
1036035,42,40s,manufacturing,single,college,no,yes,yes,female,$50k - $100k,gold,10,0,0
1036036,57,50s,administration,married,college,no,yes,no,male,$100k - $250k,platinum,14,1,0
1036037,65,60s,administration,married,graduate,no,no,no,female,$100k - $250k,platinum,69,7,0
1036038,26,20s,technician,divorced,high school,no,yes,yes,female,$100k - $250k,platinum,111,2,0
1036039,33,30s,management,single,high school,no,no,no,male,$100k - $250k,platinum,121,5,0
1036040,48,40s,consulting,single,high school,no,yes,no,female,Over $250k,platinum,97,0,0
1036041,43,40s,technician,divorced,graduate,no,yes,no,male,$50k - $100k,gold,115,2,0
1036042,33,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,14,0,1
1036043,26,20s,unemployed,divorced,college,no,yes,yes,female,Under $10k,silver,291,3,1
1036044,50,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,208,4,1
1036045,74,70s,retired,married,college,no,no,no,female,$100k - $250k,platinum,117,6,0
1036046,58,50s,management,single,graduate,no,no,no,male,Over $250k,platinum,100,1,0
1036047,32,30s,technician,single,graduate,no,yes,yes,female,$50k - $100k,gold,64,0,0
1036048,50,50s,administration,divorced,graduate,no,yes,no,female,$50k - $100k,gold,309,4,1
1036049,59,50s,self_employed,married,graduate,no,no,no,male,$50k - $100k,gold,47,2,0
1036050,53,50s,technician,married,high school,no,yes,no,female,$50k - $100k,gold,70,0,0
1036051,56,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,251,4,1
1036052,43,40s,unemployed,divorced,graduate,no,yes,no,female,$10k - $50k,silver,0,1,0
1036053,44,40s,manufacturing,married,college,no,yes,no,female,$100k - $250k,platinum,148,0,0
1036054,57,50s,self_employed,married,high school,no,no,no,male,$100k - $250k,platinum,104,2,0
1036055,25,20s,management,single,high school,no,no,no,male,$10k - $50k,silver,176,2,0
1036056,49,40s,manufacturing,divorced,college,no,no,no,female,$50k - $100k,gold,165,2,0
1036057,20,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,241,3,1
1036058,30,30s,management,married,high school,no,yes,no,female,$50k - $100k,gold,16,5,0
1036059,37,30s,administration,married,graduate,no,no,no,female,$10k - $50k,silver,164,1,0
1036060,40,40s,management,married,graduate,no,yes,no,female,$100k - $250k,platinum,76,0,0
1036061,26,20s,unemployed,divorced,graduate,no,yes,no,female,$10k - $50k,silver,337,3,1
1036062,53,50s,technician,single,graduate,no,yes,no,female,$100k - $250k,platinum,174,2,0
1036063,54,50s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,128,0,0
1036064,51,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,301,4,1
1036065,20,20s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,319,3,1
1036066,34,30s,administration,divorced,graduate,no,no,no,male,$100k - $250k,platinum,63,2,0
1036067,50,50s,technician,married,graduate,no,yes,yes,male,Over $250k,platinum,76,0,0
1036068,24,20s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,342,3,1
1036069,43,40s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,23,0,0
1036070,23,20s,consulting,married,graduate,no,yes,no,male,Over $250k,platinum,119,0,0
1036071,35,30s,manufacturing,married,graduate,no,yes,yes,female,Over $250k,platinum,142,0,0
1036072,29,20s,unemployed,divorced,high school,no,yes,yes,female,Under $10k,silver,332,3,1
1036073,23,20s,administration,single,high school,no,yes,no,female,$50k - $100k,gold,141,0,0
1036074,44,40s,management,single,high school,no,no,yes,female,$10k - $50k,silver,155,2,0
1036075,43,40s,administration,single,high school,no,yes,yes,female,Over $250k,platinum,133,0,0
1036076,29,20s,administration,single,graduate,no,yes,no,female,Over $250k,platinum,50,0,0
1036077,29,20s,self_employed,single,high school,no,no,no,male,$50k - $100k,gold,72,7,0
1036078,41,40s,entrepreneur,married,graduate,no,no,no,female,Over $250k,platinum,124,0,0
1036079,40,40s,entrepreneur,married,graduate,no,yes,no,male,Over $250k,platinum,21,1,0
1036080,38,30s,technician,married,graduate,no,no,no,male,$10k - $50k,silver,168,2,0
1036081,29,20s,technician,single,high school,no,yes,no,male,Over $250k,platinum,10,0,0
1036082,60,60s,retired,married,graduate,no,yes,yes,female,$10k - $50k,silver,11,1,0
1036083,37,30s,administration,married,graduate,no,no,no,female,$10k - $50k,silver,106,1,0
1036084,30,30s,management,single,graduate,no,no,no,male,Over $250k,platinum,156,1,0
1036085,42,40s,consulting,single,graduate,no,no,yes,male,$10k - $50k,silver,142,1,0
1036086,36,30s,self_employed,single,high school,no,no,no,male,$50k - $100k,gold,7,2,0
1036087,52,50s,manufacturing,single,high school,no,no,no,male,Over $250k,platinum,20,0,0
1036088,45,40s,entrepreneur,married,graduate,no,no,yes,female,Over $250k,platinum,165,2,0
1036089,50,50s,technician,single,high school,no,yes,yes,male,Over $250k,platinum,37,0,0
1036090,42,40s,administration,single,graduate,no,no,no,female,$50k - $100k,gold,132,5,0
1036091,39,30s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,170,0,0
1036092,23,20s,administration,single,graduate,no,no,no,male,$50k - $100k,gold,128,5,0
1036093,20,20s,manufacturing,single,graduate,no,yes,yes,female,$100k - $250k,platinum,102,0,0
1036094,53,50s,administration,divorced,graduate,no,yes,yes,male,$50k - $100k,gold,255,4,1
1036095,58,50s,consulting,divorced,graduate,no,no,no,male,Over $250k,platinum,53,1,0
1036096,50,50s,consulting,married,graduate,yes,no,no,female,$50k - $100k,gold,106,1,0
1036097,29,20s,management,married,graduate,no,yes,no,female,Over $250k,platinum,4,0,0
1036098,54,50s,administration,divorced,college,no,yes,yes,female,$10k - $50k,silver,327,4,1
1036099,60,60s,technician,married,high school,no,yes,no,female,$10k - $50k,silver,99,0,0
1036100,59,50s,retired,married,graduate,no,no,yes,male,$100k - $250k,platinum,40,0,1
1036101,59,50s,manufacturing,divorced,college,no,yes,no,male,$50k - $100k,gold,309,4,1
1036102,31,30s,management,single,high school,no,yes,no,male,$50k - $100k,gold,172,0,0
1036103,29,20s,technician,single,graduate,no,no,no,female,$100k - $250k,platinum,128,5,0
1036104,59,50s,management,married,graduate,no,yes,no,female,Over $250k,platinum,141,1,0
1036105,31,30s,entrepreneur,single,high school,no,yes,no,female,$50k - $100k,gold,136,2,0
1036106,42,40s,administration,single,graduate,no,yes,no,male,$10k - $50k,silver,103,0,0
1036107,52,50s,administration,single,graduate,no,yes,no,female,$100k - $250k,platinum,19,7,0
1036108,59,50s,management,married,college,no,yes,no,male,$100k - $250k,platinum,107,0,0
